"Month","Day_of_month","Day_of_week","ozone_reading","pressure_height","Wind_speed","Humidity","Temperature_Sandburg","Temperature_ElMonte","Inversion_base_height","Pressure_gradient","Inversion_temperature","Visibility"
"2","17","2",11,5770,5,68,45,52.88,2778,2,55.76,200
"2","18","3",13,5770,3,82,55,55.4,442,26,58.28,40
"2","19","4",4,5700,5,67.3453961568915,45,38.12,3121.68107175888,82,51.1178189364933,2
"2","20","5",6,5690,8,21,41,43.88,5000,-30,42.26,300
"2","21","6",5,5700,3,19,45,51.4784478506782,5000,-53,43.88,300
"2","22","7",4,5730,11,19,51,50.0764068979235,5000,-43,49.1,300
"2","23","1",4,5690,7,19,53,50.18,5000,7,49.1,300
"2","24","2",6,5640,5,68,50,37.4,5000,24,42.08,300
"2","25","3",10,5720,6,63,60,53.06,1341,19,59.18,150
"2","26","4",15,5740,3,54,54,56.48,1318,2,64.58,150
"2","27","5",23,5740,3,47,53,58.82,885,-4,67.1,80
"2","28","6",17,5740,3,56,53,59.1536443820364,360,3,67.1,40
"2","29","7",7,5670,7,61,44,50.8975138070729,3497,73,49.46,40
"3","1","1",2,5550,10,74,40,38.84,5000,73,40.1,80
"3","2","2",3,5470,7,46,30,29.66,5000,44,29.3,300
"3","3","3",3,5320,11,45,25,27.68,5000,39,27.5,200
"3","4","4",5,5554.93653240773,8,33,39,30.2,5000,15,30.02,500
"3","5","5",4,5530,3,43,40,36.14,5000,-12,33.62,140
"3","6","6",6,5600,3,21,45,46.4373347574001,5000,-2,39.02,140
"3","7","7",7,5660,7,57,51,48.9668415033038,5000,30,42.08,140
"3","8","1",7,5580,5,42,48,40.64,3608,24,39.38,100
"3","9","2",6,5510,5,50,45,36.86,5000,38,32.9,140
"3","10","3",3,5530,5,61,47,33.8,5000,56,35.6,200
"3","11","4",2,5620,9,61,43,37.04,5000,66,34.34,120
"3","12","5",8,5690,0,60,49,46.04,613,-27,59.72,300
"3","13","6",12,5760,4,31,56,54.6427827703651,334,-9,64.4,300
"3","14","7",12,5740,3,66,53,54.9735765955192,567,13,61.88,150
"3","15","1",16,5780,5,53,61,57.92,488,-20,64.94,2
"3","16","2",9,5790,2,42,63,57.02,531,-15,71.06,50
"3","17","3",24,5760,3,60,70,58.64,508,7,66.56,70
"3","18","4",13,5700,4,82,57,50.36,1571,68,56.3,17
"3","19","5",8,5680,4,57,35,40.1,721,28,55.4,140
"3","20","6",10,5720,5,21,52,54.9726990732516,505,-49,67.28,140
"3","21","7",8,5720,5,19,59,55.0551272046256,377,-27,73.22,300
"3","22","1",9,5730,4,32,67,59.54,442,-9,75.74,200
"3","23","2",10,5710,5,77,57,57.38,902,54,60.44,250
"3","24","3",13,5750,6,70,62.7235626226466,56.3,3188,53,58.64,80
"3","25","4",14,5720,4,71,42,44.96,1381,4,56.3,60
"3","26","5",9,5710,3,19,55,51.8,5000,-16,50,100
"3","27","6",11,5600,6,45,40,49.1223398854891,5000,38,46.94,150
"3","28","7",7,5630,4,44,39,55.3418997286368,1302,40,52.7,150
"3","29","1",9,5690,7,70,57,46.58,1292,-5,53.6,200
"3","30","2",12,5730,6,45,58,52.52,5000,-14,52.7,100
"3","31","3",12,5710,3,46,62,52.52,472,34,62.96,300
"4","1","4",8,5610,6,50,51,50,1404,42,54.5,120
"4","2","5",9,5680,5,69,61,51.44,944,35,55.76,100
"4","3","6",5,5620,6,67,34,42.1242262908816,5000,75,35.24,200
"4","4","7",4,5420,7,69,35,38.9009019821016,5000,41,30.92,200
"4","5","1",4,5540,5,54,35,33.26,5000,62,33.44,200
"4","6","2",9,5590,6,51,48,38.12,5000,44,42.08,300
"4","7","3",13,5690,6,63,59,52.88,2014,31,53.42,300
"4","8","4",5,5550,7,63,41,37.58,5000,56,37.22,250
"4","9","5",10,5620,7,57,58,46.76,5000,27,47.66,120
"4","10","6",10,5630,6,61,51,51.7493117911649,524,57,54.68,140
"4","11","7",7,5580,7,78,46,45.9020569612712,5000,55,38.48,200
"4","12","1",5,5560,4,65,40,34.7,5000,59,35.24,140
"4","13","2",4,5440,5,44,35,33.08,5000,24,32.54,80
"4","14","3",7,5480,7,51,46,37.4,2490,29,47.48,300
"4","15","4",3,5620,5,73,39,39.56,5000,107,31.28,100
"4","16","5",4,5450,11,35,32,42.7595344143519,5000,36,33.44,300
"4","17","6",7,5660,6,35,47,48.8826684050905,5000,28,39.38,200
"4","18","7",11,5680,6,61,50,52.5552579836767,1144,30,53.6,120
"4","19","1",15,5760,4,50,65,56.3,547,1,66.92,100
"4","20","2",22,5790,4,57,66,63.68,413,10,69.62,120
"4","21","3",17,5720,5,68,69,60.8,610,46,63.68,60
"4","22","4",7,5660,6,58,59,42.8,3638,81,51.26,120
"4","23","5",10,5710,5,65,64,56.3,3848,45,56.84,100
"4","24","6",19,5780,7,78,68,62.2243675948032,1479,40,68,100
"4","25","7",18,5750,7,73,49,57.3001003990197,1108,55,65.48,27
"4","26","1",12,5700,5,41,52,49.64,869,0,58.1,40
"4","27","2",6,5620,9,47,56,39.92,5000,43,38.3,140
"4","28","3",9,5650,6,46,55,40.82,5000,49,37.94,150
"4","29","4",19,5730,5,61,66,59.72,1148,31,60.8,100
"4","30","5",21,5810,4,55,74,67.28,856,4,75.38,100
"5","1","6",29,5790,4,60,76,70.0756165927179,807,16,73.04,120
"5","2","7",16,5740,8,78,70,58.6404183688949,2040,46,63.5,150
"5","3","1",5,5679.92130574993,8,62,61,44.42,5000,63,42.62,100
"5","4","2",11,5690,4,71,67,52.52,314,60,59,120
"5","5","3",2,5679.36088597256,4,67,45,41.72,5000,77,42.62,80
"5","6","4",2,5680,6,77,41,42.98,5000,75,40.82,120
"5","7","5",12,5650,8,66,61,51.8,1410,20,55.22,140
"5","8","6",16,5730,6,74,68,61.1274748917889,360,23,62.42,120
"5","9","7",22,5730,3,78,69,66.1307621137469,1568,32,67.64,70
"5","10","1",20,5760,7,78,74,63.14,1184,40,68.72,80
"5","11","2",27,5830,6,75,74,67.28,898,24,73.4,70
"5","12","3",33,5880,3,80,80,73.04,436,0,86.36,40
"5","13","4",25,5890,6,88,84,73.22,774,6,86,20
"5","14","5",31,5850,4,76,78,71.24,1181,50,79.88,17
"5","15","6",18,5820,6,63,80,67.0475565295874,1991,47,69.62,40
"5","16","7",16,5793.5677939187,7,68,73,63.4132759189101,2057,71,67.28,50
"5","17","1",24,5800,7,78,76,69.3339700580152,1597,56,68,50
"5","18","2",16,5740,3,74,74,63.8586979985831,1184,52,69.44,70
"5","19","3",12,5710,7,63,66,57.5461269215704,3005,58,59.18,80
"5","20","4",9,5720,8,62,66,55.5958518674509,2880,53,57.38,120
"5","21","5",12,5710,7,69,63,53.7574759632247,3478.07452213027,66,56.3,120
"5","22","6",16,5740,5,53,69,55.7501233203709,2125,64,59,100
"5","23","7",10.6851861787044,5720,3,64,66,56.0253635761289,1751,67,59.9,120
"5","24","1",8,5690,9,62,62,48.6260128581863,3720,74,50.9,120
"5","25","2",9,5730,5,71,67,49.82,4337,66,59.36,200
"5","26","3",29,5780,3,68,80,69.9273067363498,2053,31,72.86,120
"5","27","4",20,5790,7,79,76,69.0732709428985,1958,70,70.52,40
"5","28","5",5,5750,3,76,65,51.08,3644,86,59.36,70
"5","29","6",5,5680,6,71,65,53.3899630690909,1368,75,58.46,100
"5","30","7",11,5720,3,66,63,53.5326332943972,3539,73,53.6,120
"5","31","1",12,5770,4,81,62,55.9429965126598,2785,49,63.32,100
"6","1","2",19,5800,4,72,68,64.7939765600035,984,26,69.26,120
"6","2","3",17,5780,8,92,68,64.76,1804,56,68,70
"6","3","4",19,5740,6,71,69,64.4,3234,77,62.78,80
"6","4","5",16,5730,6,64,66,60.44,3441,67,60.98,100
"6","5","6",14,5760,6,68,70,61.7975208567634,1578,61,60.8,100
"6","6","7",10,5770,7,59,70,59.5153623517101,1850,76,60.8,120
"6","7","1",9,5690,8,67,64,54.5,2962,80,59.36,120
"6","8","2",7,5650,6,66,61,53.78,2670,54,55.4,120
"6","9","3",5,5610,3,61,52,42.08,5000,76,42.08,150
"6","10","4",2,5570,9,81,48,41.72,5000,57,40.82,140
"6","11","5",12,5690,5,63,59,51.8,5000,46,51.26,140
"6","12","6",22,5760,3,58,67,64.4248060950209,987,28,63.86,140
"6","13","7",17,5810,5,68,66,63.8027133224161,1148,43,66.92,140
"6","14","1",26,5830,4,71,74,71.78,898,-24,77.9,60
"6","15","2",27,5880,6,67,83,72.5,777,-1,82.58,30
"6","16","3",14,5860,3,64,78,68.72,1279,75,71.6,17
"6","17","4",11,5830,6,64,75,66.2,1046,69,68.72,80
"6","18","5",23,5870,4,69,84,74.12,1167,50,74.3,60
"6","19","6",26,5860,3,77,81,70.4798980113636,987,45,75.74,100
"6","20","7",21,5800,3,61,79,66.052383146515,1144,57,71.24,120
"6","21","1",15,5800,4,69,79,66.2,977,60,70.7,150
"6","22","2",20,5770,5,64,65,65.12,770,26,75.56,120
"6","23","3",15,5860,4,33,81,72.68,629,-11,86.36,140
"6","24","4",18,5870,7,38,84,76.1,337,-14,89.78,140
"6","25","5",26,5870,4,54,83,72.1740497764145,590,26,85.1,120
"6","26","6",19,5860,6,39,90,70.3512963510949,400,19,83.3,120
"6","27","7",13,5880,5,43,90,68.2314386587007,580,9,87.26,80
"6","28","1",30,5870,7,55,93,75.0350131016058,646,25,89.24,140
"6","29","2",26,5860,4,77,88,72.4527846257959,826,41,84.38,140
"6","30","3",15,5830,5,63,72,63.2275231924938,823,52,74.48,150
"7","1","4",16,5820,5,65,72,66.8215086890802,2116,47,70.34,120
"7","2","5",16,5820,8,64,70,63.547039568716,2972,52,64.4,120
"7","3","6",19,5860,6,68,78,66.8627830967559,2752,41,69.98,140
"7","4","7",23,5870,3,76,87,72.0693872416219,1377,37,78.44,100
"7","5","1",28,5890,6,71,91,73.5760184507424,1486,33,79.88,50
"7","6","2",34,5900,6,86,87,81.68,990,22,85.1,40
"7","7","3",33,5890,5,65,91,74.7070946533905,508,29,85.28,100
"7","8","4",23.6056005848366,5890,5,69,90,73.1763091394692,688,37,83.3,80
"7","9","5",24,5910,4,73,88,79.88,1204,56,79.88,100
"7","10","6",17,5900,5,69,83,70.7840061230614,2414,63,76.46,60
"7","11","7",10,5860,3,64,78,64.0638719009527,2385,67,70.34,50
"7","12","1",14,5830,3,63,79,70.88,2326,64,71.24,70
"7","13","2",13,5850,9,72,77,69.44,3389,56,68.72,80
"7","14","3",17,5830,6,82,81,73.22,2818,58,71.78,80
"7","15","4",15,5821.27154815853,6,83,76,72.32,3083,75,72.32,80
"7","16","5",22,5810,8,69,76,67.64,2394,54,69.62,90
"7","17","6",19,5830,4,74,78,65.2290853990883,2746,61,69.44,120
"7","18","7",20,5830,5,69,75,66.4151760927606,2493,55,72.5,120
"7","19","1",25,5840,7,72,82,68,1528,42,73.94,100
"7","20","2",28,5870,6,73,84,74.12,111,40,78.08,60
"7","21","3",29,5870,4,90,86,74.48,1899,45,76.46,40
"7","22","4",20.6241580981201,5850,4,79,70,65.12,2020,37,73.22,50
"7","23","5",23,5860,3,80,80,67.28,1289,32,75.2,40
"7","24","6",26,5900,3,73,80,69.8632043561533,984,35,78.8,70
"7","25","7",14,5890,4,71,84,67.6570958673604,836,28,81.5,80
"7","26","1",13,5880,4,78,84,70.7,826,27,79.34,80
"7","27","2",26,5890,6,80,81,69.8,1105,39,74.12,80
"7","28","3",22,5870,8,74,85,71.42,1023,46,77.18,80
"7","29","4",11,5804.42016331811,6,70,79,67.82,1453,68,70.16,80
"7","30","5",15,5759.384491129,6,71,72,66.02,2375,52,66.2,100
"7","31","6",14,5820,6,63,73,58.4025409982837,2956,46,67.28,120
"8","1","7",13,5780,6,57,72,58.3642331549329,2988,56,65.66,150
"8","2","1",9,5770,3,55,68,62.6,4291,60,62.24,200
"8","3","2",12,5790,4,65,65,56.48,3330,59,58.64,150
"8","4","3",15,5820,6,67.7001030477607,64,62.06,3223.63881804642,31,60.993832828334,150
"8","5","4",12,5840,6,73.4240021755243,75,65.12,1907.35024977585,35,69.8324013705096,150
"8","6","5",15,5800,7,71.8910637793051,69,63.32,2459.49406539702,49,64.8296270532301,150
"8","7","6",25,5830,4,73.7938368107284,69,70.2790815577507,1489.72078274076,30,73.2794649132841,100
"8","8","7",18,5800,3,72.3269866525678,72,64.9939423798177,1927.98478460447,43,68.5675671870696,100
"8","9","1",14,5840,7,65,79,67.1,1233,30,70.52,100
"8","10","2",22,5855.6025661877,3,74,78,66.02,1450,36,69.8,30
"8","11","3",24,5910,5,72,81,70.88,1069,28,74.3,80
"8","12","4",19,5890,5,79,80,69.8,984,57,73.4,70
"8","13","5",16,5870,6,62,76,68.5256571311248,1653,71,68.72,60
"8","14","6",7,5780,7,65,59,55.9567173595446,3930,68,59.18,150
"8","15","7",2,5730,5,77,55,53.1330483122513,5000,73,51.62,200
"8","16","1",4,5780,7,70,66,51.44,5000,45,51.26,200
"8","17","2",6,5750,7,58,64,56.48,4212,46,56.84,200
"8","18","3",12,5760,5,58,62,52.16,5000,52,49.82,250
"8","19","4",9,5730,7,72,67,55.0198549511457,5000,31,57.38,300
"8","20","5",15,5730,5,77,74,64.04,1545,43,65.66,70
"8","21","6",17,5790,4,57,74,64.5279203665977,994,44,69.62,300
"8","22","7",13,5750,3,67,70,60.2435524082999,1125,55,68,150
"8","23","1",20,5880,3,73,77,67.6783306059878,636,16,73.94,300
"8","24","2",22,5890,7,70,83,70.88,748,32,77,30
"8","25","3",24,5880,4,73,81,73.76,692,44,77.72,100
"8","26","4",26,5870,7,73,73,75.2,807,39,78.8,100
"8","27","5",32,5900,6,71,87,76.46,869,19,78.98,17
"8","28","6",33,5920,4,77,89,75.1308911365175,800,24,85.64,20
"8","29","7",27,5930,3,68,92,73.5450767919088,393,6,91.76,4
"8","30","1",38,5950,5,62,92,82.4,557,0,90.68,70
"8","31","2",23,5950,8,61,93,81.68,620,27,85.64,30
"9","1","3",19,5900,5,71,93,82.58,1404,33,84.74,70
"9","2","4",19,5890,8,77,86,71.42,898,21,80.6,60
"9","3","5",15,5860,7,71,76,69.44,377,-2,83.3,40
"9","4","6",28,5840,5,67,81,71.3348733059218,528,17,78.8,50
"9","5","7",10,5800,6,74,78,61.0621734574936,2818,26,72.68,70
"9","6","1",14,5760,7,65,73,62.3797294378456,3247,10,67.28,140
"9","7","2",26,5810,6,82,80,71.78,895,0,78.08,100
"9","8","3",17,5850,4,67,81,70.88,721,0,80.24,120
"9","9","4",3,5802.5294021399,5,73,69,66.92,774,-27,75.56,100
"9","10","5",2,5772.35293059069,6,74,59,61.88,134,0,77.18,70
"9","11","6",3,5760,7,87,52,52.8460836176502,5000,39,51.8,150
"9","12","7",14,5860,4,71,63,60.3917470384516,1965,13,60.98,50
"9","13","1",29,5830,5,77,72,68.72,1853,10,70.88,70
"9","14","2",18,5840,5,78,75,69.26,2342,7,71.42,40
"9","15","3",3,5800,7,72,55,54.32,5000,56,51.62,70
"9","16","4",7,5723.07776146546,10,67,59,51.44,5000,37,47.48,120
"9","17","5",9,5790,3,71,61,50.54,4028,35,55.04,140
"9","18","6",19,5830,5,71,71,60.6248113649238,2716,26,63.68,140
"9","19","7",8,5810,5,76,71,56.9324076552395,3671,31,65.84,100
"9","20","1",12.7570546866326,5770,5,76,66,62.96,3431,26,62.24,50
"9","21","2",23,5780,6,76,72,66.38,3795,31,66.92,70
"9","22","3",13,5800,6,73,75,67.1,3120,35,66.92,40
"9","23","4",10.3472047839565,5770,3,66,71,63.68,4133,28,63.5,40
"9","24","5",7,5800,5,80,65,60.08,2667,17,63.5,100
"9","25","6",3,5780,9,73,61,52.3649051809753,5000,39,52.7,120
"9","26","7",5,5790,8,80,60,51.7105621276985,5000,36,48.92,120
"9","27","1",11,5770,5,75,64,55.94,308,25,68.72,140
"9","28","2",12,5750,4,68,61,59.54,2982,18,59.9,120
"9","29","3",5,5640,5,93,63,54.32,5000,30,52.7,70
"9","30","4",4,5640,7,57,62,54.32,5000,25,51.26,150
"10","1","5",5,5650,3,70,59,50.9,5000,38,47.66,200
"10","2","6",4,5710,6,65,56,50.8769364097586,5000,35,47.84,200
"10","3","7",10,5760,6,66,59,55.5089640072611,3070,13,60.08,200
"10","4","1",17,5840,4,73,72,63.14,830,0,72.14,70
"10","5","2",26,5880,3,77,71,67.64,711,-9,75.56,40
"10","6","3",30,5890,5,80,75,71.06,1049,-10,78.98,50
"10","7","4",18,5890,4,73,71,70.88,511,-39,83.84,17
"10","8","5",12,5890,5,19,71,70.52,5000,-40,67.64,80
"10","9","6",7,5890,6,19,73,59.7606105772798,5000,-34,69.44,250
"10","10","7",15,5850,3,73,78,61.8321517082005,377,-3,78.8,200
"10","11","1",12,5830,5,76,73,64.1221257325209,862,27,73.58,2
"10","12","2",7,5830,8,77,71,67.1,337,-17,81.14,20
"10","13","3",28,5860,5,86,73,69.8,492,-2,82.22,7
"10","14","4",22,5830,5,76,71,69.44,1394,13,75.02,30
"10","15","5",18,5800,7,66,66,62.96,3146,27,64.04,50
"10","16","6",14,5830,4,74,69,59.6405597146589,2234,11,66.74,70
"10","17","7",24,5790,5,71,69,61.2467165470474,2109,21,69.62,17
"10","18","1",10,5730,4,84,64,56.3,5000,23,54.5,80
"10","19","2",14,5780,5,74,65,63.14,2270,-7,68.9,50
"10","20","3",9,5740,7,48,54,62.96,2191,-13,68.72,60
"10","21","4",12,5710,8,75,62,58.64,3448,12,58.64,60
"10","22","5",7,5690,6,74,56,52.34,5000,13,48.92,80
"10","23","6",7,5670,4,67,55,51.0425173295348,5000,11,49.46,50
"10","24","7",6,5760,4,75,58,53.346917070061,2719,25,56.84,50
"10","25","1",13,5820,5,71,48,55.571645430942,1899,21,62.06,40
"10","26","2",5,5790,3,35,54,52.0101514963204,5000,-41,52.52,40
"10","27","3",3,5760,5,23,57,53.42,5000,-21,50.9,300
"10","28","4",7,5800,6,19,60,57.02,5000,-19,54.32,200
"10","29","5",8,5810,7,59,61,55.76,2385,10,60.44,150
"10","30","6",10,5750,4,60,63,54.2558776026344,1938,0,62.6,100
"10","31","7",12,5840,0,38,65,55.655037229574,590,-11,69.98,100
"11","1","1",7,5860,3,55.2370324231761,66,65.12,1860.51415269078,-32,68.6983296641846,60
"11","2","2",5,5870,6,35.3832150978647,68,68.9,3059.88059100956,-42,66.9944592165782,150
"11","3","3",6,5920,3,22,71,69.08,328,-40,80.6,150
"11","4","4",4,5900,0,24.660262694066,70,68.72,2628.2988568118,-43,66.2260685148159,200
"11","5","5",5,5860,7,19,70,62.78,5000,-29,61.7,300
"11","6","6",11,5840,3,51.6059408109159,70,59.864854931931,2933.13971610524,-9,64.0286946278805,120
"11","7","7",20,5840,0,45,68,61.2089493328568,597,-22,73.58,30
"11","8","1",4,5850,5,49.885771054092,64,64.04,2879.80327122207,-25,63.9619497455018,100
"11","9","2",14,5810,2,47,69,60.98,469,-4,71.78,50
"11","10","3",16,5770,2,73,59,57.2,1541,18,63.14,20
"11","11","4",5,5710,4,67,49,44.24,5000,24,41.9,200
"11","12","5",3,5500,9,56,39,41.36,5000,15,41.72,120
"11","13","6",5,5660,3,54,50,49.2293256900993,5000,27,44.6,300
"11","14","7",1,5700,3,71,46,48.7047253107765,5000,54,42.8,200
"11","15","1",5,5810,5,59,54,54.5,5000,-28,53.6,70
"11","16","2",4,5860,0,25,60,61.52,5000,-38,63.5,140
"11","17","3",11,5900,0,24,62,62.6,5000,-36,60.08,150
"11","18","4",6,5850,5,41,65,59.54,2014,-20,69.98,200
"11","19","5",8,5780,3,50,66,59.72,436,1,70.34,4
"11","20","6",14,5790,0,76,66,57.2453652136154,830,3,66.02,40
"11","21","7",18,5780,2,82,63,57.3251984313654,1112,-8,66.38,30
"11","22","1",12,5770,2,81,62,60.62,1210,-17,67.82,30
"11","23","2",9,5750,2,85,60,59.72,501,-22,70.88,2
"11","24","3",7,5780,5,76,63,60.44,875,-15,68.9,0
"11","25","4",14,5790,5,66,60,55.4678437476203,1601,7,62.06,30
"11","26","5",4,5750,6,58,58,42.62,5000,59,41.9,60
"11","27","6",3,5670,8,19,34,51.9475717424615,5000,-63,37.04,150
"11","28","7",3,5760,0,19,36,51.0647512634862,5000,-52,41,100
"11","29","1",3,5770,4,19,44,51.26,2280,-54,55.76,250
"11","30","2",3,5810,2,19,53,55.94,2047,-43,63.5,150
"12","1","3",3,5810,2,19,52,57.74,5000,-69,56.48,200
"12","2","4",3,5870,3,19,53,60.8,3720,-50,61.34,200
"12","3","5",3,5830,2,27,58,59,311,-24,69.98,200
"12","4","6",6,5760,0,64,55,50.9292537076758,2536,28,56.48,80
"12","5","7",6,5680,0,52,50,53.2376672824822,1154,-22,61.52,60
"12","6","1",5,5780,4,19,48,54.14,2933,-40,59.9,300
"12","7","2",3,5810,3,19,51,58.28,3064,-33,62.78,200
"12","8","3",4,5760,0,32,62,56.12,826,-16,64.76,300
"12","9","4",7,5680,0,58,40,46.94,5000,2,42.98,50
"12","10","5",5,5750,0,26,44,52.88,111,-52,68.18,40
"12","11","6",5,5790,5,19,49,52.2666231143492,5000,-48,54.68,70
"12","12","7",4,5770,3,19,53,52.0856506616409,5000,-37,55.58,150
"12","13","1",3,5750,0,19,53,51.98,5000,-26,51.08,150
"12","14","2",2,5720,0,19,53,52.7,5000,-31,51.44,70
"12","15","3",5,5760,3,19,55,58.1,948,-48,70.7,200
"12","16","4",3,5780,0,19,51,54.32,5000,-50,50.9,120
"12","17","5",4,5660,4,19,54,49.64,5000,-22,48.56,150
"12","18","6",4,5610,2,58,48,48.3126079770008,3687,-10,46.94,150
"12","19","7",6,5640,0,51,53,49.0009474550142,5000,0,44.24,60
"12","20","1",6,5680,3,52,49,48.38,5000,-19,45.68,70
"12","21","2",3,5650,5,19,48,47.12,5000,-28,45.32,150
"12","22","3",4,5710,4,19,51,51.08,5000,-25,48.38,300
"12","23","4",3,5680,4,57,47,45.32,508,-10,58.64,100
"12","24","5",8,5630,4,50,50,48.1856774007826,2851,-5,50,70
"12","25","6",5,5770,0,57.1852508401246,49,49.7726829290532,3058.12552060345,-35,53.9069073425102,40
"12","26","7",3,5800,7,19,51,51.308491852793,3143,13.4711751646952,60.26,140
"12","27","1",2,5730,3,53,51,49.28,111,-14,72.5,200
"12","28","2",3,5690,3,23,51,49.28,5000,-36,51.26,70
"12","29","3",5,5650,3,61,50,46.58,3704,18,46.94,40
"12","30","4",1,5550,4,85,39,41,5000,8,39.92,100
"12","31","5",2,5599.54848238444,4,68,37,44.4020332442826,5000,-3,37.22,70
